,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,LOCATION,LAT,LON
2168,200710279,06-09-2020 00:00,06-04-2020 00:00,214,7,Wilshire,734,2,354,THEFT OF IDENTITY,930,30,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,300    HAUSER                       BL,34.0699,-118.3511
2169,200214291,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1200,2,Rampart,221,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1822,22,F,W,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,4100    OAKWOOD                      AV,34.0777,-118.297
2170,201112132,08-03-2020 00:00,07/30/2020 12:00:00 AM,1200,11,Northeast,1178,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1402 1407 0906 1822 1300 1100,32,M,W,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,753,998,,3300    SEYMOUR                      ST,34.0903,-118.2223
2171,200711361,07-07-2020 00:00,07-06-2020 00:00,1800,7,Wilshire,723,1,310,BURGLARY,1609 1601 0344,28,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,8000 W  3RD                          ST,34.0718,-118.3637
2172,200309004,03/24/2020 12:00:00 AM,03-08-2020 00:00,1,3,Southwest,335,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1309,19,X,X,222,LAUNDROMAT,,,IC,Invest Cont,740,,,2800 W  JEFFERSON                    BL,34.0276,-118.3229
2173,201107079,03-08-2020 00:00,03-08-2020 00:00,1700,11,Northeast,1144,1,330,BURGLARY FROM VEHICLE,1609 1608 0344,32,M,W,101,STREET,,,IC,Invest Cont,330,,,HYPERION,34.1056,-118.2728
2174,200322200,12/23/2020 12:00:00 AM,12/23/2020 12:00:00 AM,610,3,Southwest,392,2,624,BATTERY - SIMPLE ASSAULT,0444 1309 0913,59,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,4400    CRENSHAW                     BL,34.0032,-118.3316
2175,200310796,05-03-2020 00:00,05-02-2020 00:00,2000,3,Southwest,396,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1309 1251 0416 0417 1801,13,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,4200 S  HOOVER                       ST,34.0073,-118.2894
2176,200711626,06/19/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1230,7,Wilshire,701,1,310,BURGLARY,0352 1609 1501 0358 0325 0329,0,X,X,405,CLOTHING STORE,,,AA,Adult Arrest,310,,,8100    MELROSE                      AV,34.0837,-118.3665
2177,200118847,10-02-2020 00:00,10-02-2020 00:00,1930,1,Central,164,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 1820,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,600 S  MAIN                         ST,34.0448,-118.2504
2178,200617375,10/30/2020 12:00:00 AM,04/22/2020 12:00:00 AM,413,6,Hollywood,632,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913 1802 1501,45,M,W,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,956,,,7900 W  SUNSET                       BL,34.0981,-118.3615
2179,201107431,03/17/2020 12:00:00 AM,03/15/2020 12:00:00 AM,1000,11,Northeast,1173,1,330,BURGLARY FROM VEHICLE,0344 1302,63,M,W,104,DRIVEWAY,,,IC,Invest Cont,330,,,1900    ALLESANDRO                   ST,34.09,-118.2587
2180,200308382,03-11-2020 00:00,03-09-2020 00:00,748,3,Southwest,308,1,761,BRANDISH WEAPON,0305 0334 0443 1810 0913,31,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,761,,,900 W  23RD                         ST,34.0334,-118.2799
2181,200309265,03/31/2020 12:00:00 AM,03/30/2020 12:00:00 AM,2100,3,Southwest,354,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,3400    4TH                          AV,34.0256,-118.3212
2182,201305305,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,820,13,Newton,1395,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0416,62,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,6400 S  SAN PEDRO                    ST,33.9815,-118.2695
2183,200508121,04-10-2020 00:00,04-10-2020 00:00,1220,5,Harbor,589,1,441,THEFT PLAIN - ATTEMPT,1300 1309 1822,24,M,B,108,PARKING LOT,,,IC,Invest Cont,441,,,2800    VIA CABRILLO MARINA,33.7192,-118.2839
2184,200708136,04-09-2020 00:00,04-07-2020 00:00,1830,7,Wilshire,788,1,330,BURGLARY FROM VEHICLE,344,43,M,B,101,STREET,,,IC,Invest Cont,330,,,2200 S  BRONSON                      AV,34.0376,-118.331
2185,200214295,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1600,2,Rampart,203,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402 0311 0910,0,M,W,124,BUS STOP,,,AA,Adult Arrest,740,998,,MELROSE,34.0836,-118.2917
2186,200212917,07/23/2020 12:00:00 AM,07/23/2020 12:00:00 AM,2100,2,Rampart,202,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,900 N  VERMONT                      AV,34.0877,-118.2917
2187,201107264,03/13/2020 12:00:00 AM,03-05-2020 00:00,2005,11,Northeast,1118,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1300 1310 1822,14,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,IRVINGTON                    PL,34.1151,-118.1955
2188,200911917,07-04-2020 00:00,05/15/2020 12:00:00 AM,2030,9,Van Nuys,941,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,26,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,5700 N  SEPULVEDA                    BL,34.174,-118.4661
2189,200321484,12-09-2020 00:00,12-09-2020 00:00,200,3,Southwest,392,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0344 1202 1817,66,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,4700    6TH                          AV,34.0009,-118.3236
2190,201218022,08-06-2020 00:00,08-05-2020 00:00,2200,12,77th Street,1251,1,330,BURGLARY FROM VEHICLE,1609 0329 0344 1822,33,M,B,101,STREET,,,IC,Invest Cont,330,,,W  75TH                         ST,33.9718,-118.3287
2191,200217014,11-02-2020 00:00,11-02-2020 00:00,1945,2,Rampart,218,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0444 0400 0429,27,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,700    ECHO PARK                    AV,34.0711,-118.2599
2192,200510124,05/31/2020 12:00:00 AM,05/31/2020 12:00:00 AM,1109,5,Harbor,521,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,AO,Adult Other,510,,,1700 N  GAFFEY                       ST,33.7601,-118.2927
2193,200320255,11-12-2020 00:00,11-11-2020 00:00,1900,3,Southwest,318,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,1100 W  25TH                         ST,34.0336,-118.2852
2194,200319919,11-05-2020 00:00,11-05-2020 00:00,830,3,Southwest,329,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,W  ADAMS                        BL,34.0282,-118.276
2195,200512572,08-02-2020 00:00,08-02-2020 00:00,2135,5,Harbor,522,2,624,BATTERY - SIMPLE ASSAULT,0202 0358 0432 0444 0561 1242 0913 0602 2038,54,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,901,,800    BAY VIEW                     AV,33.7796,-118.2699
2196,200122397,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,930,1,Central,152,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,500 S  GRAND                        AV,34.0495,-118.2546
2197,201212828,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,200,12,77th Street,1207,1,310,BURGLARY,1202 1602 0397 0321 1607 0329,66,F,B,120,STORAGE SHED,,,IC,Invest Cont,310,,,900 W  51ST                         ST,33.9964,-118.2894
2198,200118007,09/14/2020 12:00:00 AM,09/14/2020 12:00:00 AM,2030,1,Central,152,1,761,BRANDISH WEAPON,0334 1822,19,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,761,,,700    WILSHIRE                     BL,34.0486,-118.2571
2199,201107611,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,1400,11,Northeast,1101,1,330,BURGLARY FROM VEHICLE,0344 0377,39,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,5300    ZOO                          DR,34.1554,-118.303
2200,200705805,02-06-2020 00:00,02-06-2020 00:00,800,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,45,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,300 S  LA BREA                      AV,34.0669,-118.3456
2201,201111151,07-06-2020 00:00,07-05-2020 00:00,2200,11,Northeast,1163,2,434,FALSE IMPRISONMENT,0906 1501,53,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,434,,,1200 N  NEW HAMPSHIRE                AV,34.0935,-118.2932
2202,200207865,03/17/2020 12:00:00 AM,03/17/2020 12:00:00 AM,1400,2,Rampart,248,2,624,BATTERY - SIMPLE ASSAULT,1251 1259 0416 0417,15,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,1200 W  6TH                          ST,34.0579,-118.2649
2203,201226659,12/18/2020 12:00:00 AM,12/17/2020 12:00:00 AM,2100,12,77th Street,1267,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1814,39,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956,,,300 W  84TH                         PL,33.9623,-118.2783
2204,200112041,05/22/2020 12:00:00 AM,05/22/2020 12:00:00 AM,1405,1,Central,146,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,WALL                         ST,34.0455,-118.2452
2205,200411867,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,600,4,Hollenbeck,497,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0337 1906 1912,29,M,H,504,OTHER RESIDENCE,,,IC,Invest Cont,956,,,3400    ESTRADA                      ST,34.0198,-118.2028
2206,201215969,07-05-2020 00:00,07-05-2020 00:00,1930,12,77th Street,1269,1,510,VEHICLE - STOLEN,1402 0330 0354 0342 1822 0104 1231 1315 0917 0601,64,M,W,101,STREET,,,IC,Invest Cont,510,998,,MANCHESTER                   AV,33.9638,-118.2629
2207,201209314,03/17/2020 12:00:00 AM,03/17/2020 12:00:00 AM,120,12,77th Street,1249,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1822 0519 0377 0507 0344 1309 0526 0448 0432 0319,20,F,B,101,STREET,207,OTHER KNIFE,IC,Invest Cont,821,,,600 W  66TH                         ST,33.9795,-118.2838
2208,200905791,02-09-2020 00:00,02-02-2020 00:00,830,9,Van Nuys,971,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,31,M,B,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,15300    VENTURA                      BL,34.1564,-118.463
2209,201112077,08-01-2020 00:00,07/20/2020 12:00:00 AM,1115,11,Northeast,1113,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501 1906,34,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,956,,,FAIR PARK,34.1371,-118.2216
2210,200121513,11/24/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1830,1,Central,163,1,310,BURGLARY,0352 0344 1606 1822,20,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,700 S  BROADWAY,34.0444,-118.2541
2211,200615878,09/23/2020 12:00:00 AM,05-10-2020 00:00,935,6,Hollywood,678,2,354,THEFT OF IDENTITY,0926 0935 0928 0929 1822,30,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,1000 N  SERRANO                      AV,34.0885,-118.3064
2212,200211174,06-10-2020 00:00,06-10-2020 00:00,2030,2,Rampart,235,1,310,BURGLARY,2204 0321 1822 1601,0,X,X,704,ELEMENTARY SCHOOL,,,AO,Adult Other,310,,,100 N  CORONADO                     ST,34.0691,-118.2759
2213,200513388,08/23/2020 12:00:00 AM,08/22/2020 12:00:00 AM,2300,5,Harbor,504,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300,29,M,W,101,STREET,,,IC,Invest Cont,331,,,DENKER                       AV,33.8449,-118.304
2214,200315781,08-12-2020 00:00,08-11-2020 00:00,600,3,Southwest,379,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0553 0416 0445 1251 1259 0446,16,F,H,501,SINGLE FAMILY DWELLING,301,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,627,,,1000    BROWNING                     BL,34.0121,-118.2921
2215,200604353,01-09-2020 00:00,01-09-2020 00:00,200,6,Hollywood,657,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,5400    BARTON                       AV,34.0876,-118.3091
2216,200313411,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,1045,3,Southwest,395,1,210,ROBBERY,0344 1822 0400,46,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,4100 S  WESTERN                      AV,34.0091,-118.3089
2217,201011392,07/27/2020 12:00:00 AM,07/27/2020 12:00:00 AM,115,10,West Valley,1094,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0913 1817 0450,42,M,O,501,SINGLE FAMILY DWELLING,102,HAND GUN,AA,Adult Arrest,230,,,18100    GREEN MEADOW                 DR,34.1447,-118.5284
2218,201212474,05-08-2020 00:00,05-08-2020 00:00,2025,12,77th Street,1235,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1309 2000 1814 0416 0913,40,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,1200 W  59TH                         ST,33.9875,-118.298
2219,201116601,12/13/2020 12:00:00 AM,12-12-2020 00:00,1500,11,Northeast,1172,1,330,BURGLARY FROM VEHICLE,0344 1307,28,M,W,101,STREET,,,IC,Invest Cont,330,,,SILVER LAKE,34.0971,-118.2612
2220,200515656,10/22/2020 12:00:00 AM,10/22/2020 12:00:00 AM,945,5,Harbor,563,2,624,BATTERY - SIMPLE ASSAULT,0913 0603 0361 0444,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,700 W  17TH                         ST,33.7288,-118.2929
2221,200813719,09-04-2020 00:00,09-04-2020 00:00,1434,8,West LA,849,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1912,41,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,1000 S  WOOSTER                      ST,34.0571,-118.3825
2222,201108573,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,2320,11,Northeast,1123,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1609 1307 0329 0603,50,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,740,,,3900    SENECA                       AV,34.1246,-118.2613
2223,200913044,08-02-2020 00:00,08-01-2020 00:00,2000,9,Van Nuys,952,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 1241 0444,0,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,15000    BURBANK                      BL,34.1721,-118.459
2224,200204489,01-10-2020 00:00,01-09-2020 00:00,2130,2,Rampart,245,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329,33,M,B,101,STREET,,,IC,Invest Cont,330,,,4TH                          ST,34.0633,-118.2751
2225,201211713,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1530,12,77th Street,1273,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822,0,X,X,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont,343,,,9100 S  WESTERN                      AV,33.9545,-118.309
2226,200611630,06/21/2020 12:00:00 AM,06/20/2020 12:00:00 AM,2000,6,Hollywood,648,1,310,BURGLARY,1822 1609 0344,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,5400 W  SUNSET                       BL,34.1,-118.3113
2227,200914385,09-06-2020 00:00,09-05-2020 00:00,2230,9,Van Nuys,935,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 1814 0446 1300 0445 0913 1414 0416 2000 2004,23,F,H,101,STREET,305,FIXED OBJECT,AO,Adult Other,236,,,14100    BESSEMER                     ST,34.1808,-118.4443
2228,200606134,02/13/2020 12:00:00 AM,02-12-2020 00:00,2000,6,Hollywood,666,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,55,M,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,740,,,AFTON                        AV,34.0953,-118.3241
2229,200309683,04-10-2020 00:00,04-07-2020 00:00,1230,3,Southwest,393,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,4100    LEIMERT                      BL,34.01,-118.3239
2230,201000809,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,1730,10,West Valley,1001,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0319 0329 0408 0305 1813 1310 1419 1309,37,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,19400    KESWICK                      ST,34.2106,-118.5579
2231,200915460,10-04-2020 00:00,10-04-2020 00:00,200,9,Van Nuys,939,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,13200    VICTORY                      BL,34.1867,-118.4209
2232,200813771,09-06-2020 00:00,09-06-2020 00:00,1430,8,West LA,887,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1202 0421 0432 0561 0913,61,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,9300    KIRKSIDE                     RD,34.0482,-118.3915
2233,200516686,11/15/2020 12:00:00 AM,11/15/2020 12:00:00 AM,1015,5,Harbor,507,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,1400 W  223RD                        ST,33.8245,-118.3038
2234,200118505,09/25/2020 12:00:00 AM,09/24/2020 12:00:00 AM,800,1,Central,182,2,662,"BUNCO, GRAND THEFT",800,20,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,662,,,1200 S  GRAND                        AV,34.0397,-118.2637
2235,201306036,02-04-2020 00:00,02-04-2020 00:00,500,13,Newton,1361,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1309 0385,48,F,H,101,STREET,,,IC,Invest Cont,420,,,47TH                         ST,34.001,-118.274
2236,201215340,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,651,12,77th Street,1269,1,310,BURGLARY,1607 1402 0329 1822 0209 0321,0,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,310,,,8500    TOWNE                        AV,33.9606,-118.2673
2237,200613761,08-10-2020 00:00,08-10-2020 00:00,905,6,Hollywood,666,2,850,INDECENT EXPOSURE,0529 0913,49,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,850,,,6100    LEXINGTON                    AV,34.0926,-118.3234
2238,200615123,09-08-2020 00:00,09-08-2020 00:00,1530,6,Hollywood,676,1,330,BURGLARY FROM VEHICLE,1307 0358 1609 0344 0377,54,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,800    WILCOX                       AV,34.0853,-118.331
2239,200310857,05-04-2020 00:00,05-01-2020 00:00,1700,3,Southwest,317,1,310,BURGLARY,2004 0344 1607 0329 1402 1409,19,X,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,AA,Adult Arrest,310,,,1400 W  ADAMS                        BL,34.0349,-118.2959
2240,200416340,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,316,4,Hollenbeck,412,1,441,THEFT PLAIN - ATTEMPT,,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,441,,,100 W  AVENUE 34,34.084,-118.2135
2241,201009796,06-08-2020 00:00,06-08-2020 00:00,500,10,West Valley,1039,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1810 0913,60,M,H,514,GROUP HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,6600    GAVIOTA                      AV,34.1903,-118.4815
2242,200716012,11/15/2020 12:00:00 AM,11/15/2020 12:00:00 AM,1520,7,Wilshire,724,1,330,BURGLARY FROM VEHICLE,1300 1606 0344,31,F,O,123,PARKING UNDERGROUND/BUILDING,,,AO,Adult Other,330,,,100    THE GROVE                    DR,34.0747,-118.3563
2243,200319421,10/26/2020 12:00:00 AM,10/24/2020 12:00:00 AM,5,3,Southwest,362,2,354,THEFT OF IDENTITY,1822 0100 0930,33,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,3800    POTOMAC                      AV,34.0156,-118.3463
2244,200608684,04-04-2020 00:00,04-04-2020 00:00,1230,6,Hollywood,656,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0913 1309 0421 0334,22,M,B,102,SIDEWALK,307,VEHICLE,IC,Invest Cont,230,,,LILLIAN,34.0871,-118.3277
2245,200806379,02/22/2020 12:00:00 AM,02/21/2020 12:00:00 AM,2340,8,West LA,809,1,310,BURGLARY,0344 1822 1251 1607,22,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,9600    HEATHER                      RD,34.1033,-118.4057
2246,200106629,02-07-2020 00:00,02-06-2020 00:00,1140,1,Central,182,2,664,"BUNCO, PETTY THEFT",701,23,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664,,,900 S  OLIVE                        ST,34.0437,-118.2582
2247,200614061,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1700,6,Hollywood,648,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,1500 N  WESTERN                      AV,34.0982,-118.3092
2248,200218369,12-09-2020 00:00,12-09-2020 00:00,610,2,Rampart,248,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0913 1402 1407 1823 1817 0416 0400 1913 0445,35,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,230,998,,400    HARTFORD                     AV,34.057,-118.2635
2249,200312171,06-01-2020 00:00,06-01-2020 00:00,1930,3,Southwest,362,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0329 0334 0913 1813 1814 1251 0319 1310 2000,31,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,3900    NICOLET                      AV,34.0163,-118.3507
2250,200708013,04-06-2020 00:00,03-12-2020 00:00,800,7,Wilshire,706,1,480,BIKE - STOLEN,344,49,M,W,101,STREET,,,IC,Invest Cont,480,,,500 N  LA BREA                      AV,34.0803,-118.3441
2251,200607117,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1037,6,Hollywood,677,2,888,TRESPASSING,1822,32,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,800 N  WILTON                       PL,34.0855,-118.3135
2252,200908657,04/20/2020 12:00:00 AM,04/19/2020 12:00:00 AM,1730,9,Van Nuys,969,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,46,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,12600    RIVERSIDE                    DR,34.1576,-118.4074
2253,200513223,08/20/2020 12:00:00 AM,08/19/2020 12:00:00 AM,2323,5,Harbor,529,1,520,VEHICLE - ATTEMPT STOLEN,1300 1612 1202,60,M,H,101,STREET,,,IC,Invest Cont,520,,,300 N  AVALON                       BL,33.7727,-118.2619
2254,201307360,02/29/2020 12:00:00 AM,02/28/2020 12:00:00 AM,2300,13,Newton,1307,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,43,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,1200 E  7TH                          ST,34.0375,-118.2423
2255,200305723,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1300,3,Southwest,338,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 2032,20,M,A,710,OTHER PREMISE,,,IC,Invest Cont,440,,,3000    MC CLINTOCK                  AV,34.0274,-118.285
2256,200709488,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,545,7,Wilshire,745,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0446 0401 0513,76,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,1000    MEADOWBROOK                  AV,34.0548,-118.3477
2257,200514577,09/27/2020 12:00:00 AM,09/26/2020 12:00:00 AM,30,5,Harbor,564,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,21,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,600 S  PALOS VERDES                 ST,33.7379,-118.2814
